bg,SIM1,SI,insulin_milliUnit,carbs_milliGramm,SIP1
0.179153094462541,0.0215856392522354,0.00651456873136303,0.222222222222222,0,0.00733992322163908
0.187956686328022,0.00651456873136303,0.00733992322163908,0.222222222222222,0,0.0104258939445537
0.19320614239181,0.00733992322163908,0.0104258939445537,0.222222222222222,0,0.00874511997840638
0.178315495579339,0.0104258939445537,0.00874511997840638,0.111111111111111,0,0.00531567761273975
0.174835239754564,0.00874511997840638,0.00531567761273975,0.111111111111111,0,0.00553505026774721
0.188470570411332,0.00531567761273975,0.00553505026774721,0.222222222222222,0,0.00849496776395554
0.196342372748322,0.00553505026774721,0.00849496776395554,0,0,0.0129451500070187
0.186923590125976,0.00849496776395554,0.0129451500070187,0.194444444444444,0,0.013670090597692
0.391183496199783,0,0.0015037508009599,0,0,0
0.346883821932682,0.0015037508009599,0,0.333333333333333,0,0
0.35586319218241,0,0,0.333333333333333,0,0.00320074398418903
0.349077090119435,0,0.00320074398418903,0.333333333333333,0,0.00558146679711882
0.300870836934122,0.00320074398418903,0.00558146679711882,0.333333333333333,0,0.00359519131524315
0.249154938233667,0.00558146679711882,0.00359519131524315,0.373148148148149,0,0.00471191918390492
0.236420459547495,0.00359519131524315,0.00471191918390492,0.388888888888889,0,0.00878607016572487
0.216084162338234,0.00471191918390492,0.00878607016572487,0.388888888888889,0,0.00944574237021987
0.182410423452769,0.00878607016572487,0.00944574237021987,0.395370370370369,0,0.01351021491996
0.154862726849698,0.00944574237021987,0.01351021491996,0.0611111111111111,0.0168696987171898,0.0131023850214896
0.130293159609121,0.01351021491996,0.0131023850214896,0.0833333333333333,0.0426662796722259,0.0187479221186688
0.126668067668383,0.0131023850214896,0.0187479221186688,0.0833333333333333,0.0421742467929745,0.024826743985796
0.11721130608385,0.0187479221186688,0.024826743985796,0.0833333333333333,0.0421742467929745,0.0325762803562119
0.107754544499317,0.024826743985796,0.0325762803562119,0.0555555555555555,0.0421742467929745,0.0410971341729193
0.0996587560105476,0.0325762803562119,0.0410971341729193,0.0555555555555555,0.0421742467929745,0.0522364910875875
0.0950054288816504,0.0410971341729193,0.0522364910875875,0.0555555555555555,0.0608012057932049,0.0545249720368481
0.0903521017527532,0.0522364910875875,0.0545249720368481,0,0.0632613701894617,0.0492305330785461
0.103492351461675,0.0545249720368481,0.0492305330785461,0.0555555555555555,0.0667758907555429,0.0651340522421031
0.128684602083082,0.0492305330785461,0.0651340522421031,0.0555555555555555,0.0843484935859491,0.0701115696715846
0.119033256926851,0.0651340522421031,0.0701115696715846,0.0555555555555555,0.0843484935859491,0.0764201734129803
0.10938191177062,0.0701115696715846,0.0764201734129803,0,0.0843484935859491,0.104871620078586
0.104755700325733,0.0764201734129803,0.104871620078586,0,0.0843484935859491,0.140723173041169
0.105872498836668,0.104871620078586,0.140723173041169,0,0.0843484935859491,0.170017243445109
0.106989297347604,0.140723173041169,0.170017243445109,0,0.0936268278804035,0.187407428797549
0.109218633491621,0.170017243445109,0.187407428797549,0,0.101218192303139,0.194161785535227
0.11235822769907,0.187407428797549,0.194161785535227,0,0.101218192303139,0.191209973768453
0.254164727780363,0.0197387285420924,0.0134913339470779,0.333333333333333,0.0831019641240878,0.0168152615962006
0.209700484626996,0.0134913339470779,0.0168152615962006,0,0.0831019641240878,0.0212750910711704
0.169182489870501,0.0168152615962006,0.0212750910711704,0.138888888888889,0.0831019641240878,0.0256645148778376
0.143128970877544,0.0212750910711704,0.0256645148778376,0.138888888888889,0.0831019641240878,0.025844854415268
0.123778501628665,0.0256645148778376,0.025844854415268,0.0833333333333333,0.0831019641240878,0.0295162060094138
0.123778501628665,0.025844854415268,0.0295162060094138,0.0833333333333333,0.0831019641240878,0.0232715758986577
0.123778501628665,0.0295162060094138,0.0232715758986577,0.194444444444444,0.0831019641240878,0.0037252311345281
0.150244299674267,0.0232715758986577,0.0037252311345281,0.305555555555555,0.0831019641240878,0.00886151825868327
0.214904266306507,0.0037252311345281,0.00886151825868327,0.666666666666666,0.0831019641240878,0.0127686109075907
0.21463156968043,0.00886151825868327,0.0127686109075907,0,0.0831019641240878,0.0157257295306452
0.191742230830179,0.0127686109075907,0.0157257295306452,0.277777777777778,0.0831019641240878,0.0165493915468107
0.172969258957655,0.0157257295306452,0.0165493915468107,0.277777777777778,0.0831019641240878,0.0179578155785844
0.15922740228013,0.0165493915468107,0.0179578155785844,0.166666666666667,0.0831019641240878,0.0173947212553337
0.150389716147045,0.0179578155785844,0.0173947212553337,0.166666666666667,0.0831019641240878,0.0190708707546354
0.152134713820382,0.0173947212553337,0.0190708707546354,0.194444444444444,0.0831019641240878,0.0231384791121738
0.146938110749186,0.0190708707546354,0.0231384791121738,0.194444444444444,0.0831019641240878,0.0179158715080965
0.133257328990228,0.0231384791121738,0.0179158715080965,0.0833333333333333,0.0831019641240878,0.014306736080807
0.149976733364356,0.0179158715080965,0.014306736080807,0.0833333333333333,0.0831019641240878,0.0169078815974121
0.1751046998604,0.014306736080807,0.0169078815974121,0.194444444444444,0.0831019641240878,0.0195297431795238
0.178777248809822,0.0169078815974121,0.0195297431795238,0.305555555555555,0.0831019641240878,0.0214225589913027
0.162958205257604,0.0195297431795238,0.0214225589913027,0.194444444444444,0.0831019641240878,0.0299081161932052
0.143843648208469,0.0214225589913027,0.0299081161932052,0.194444444444444,0.0831019641240878,0.0240403119830219
0.11257328990228,0.0299081161932052,0.0240403119830219,0,0.0831019641240878,0.0370425754132378
0.261672095548317,0,0.00173002525657402,0.277777777777778,0,0.00343559608697635
0.261946522532842,0.00173002525657402,0.00343559608697635,0.333333333333333,0,0.00561240525492376
0.251791530944625,0.00343559608697635,0.00561240525492376,0.333333333333333,0,0.00776460581428859
0.2265050066353,0.00561240525492376,0.00776460581428859,0.0555555555555555,0,0.00680161842912921
0.199340959018256,0.00776460581428859,0.00680161842912921,0.0555555555555555,0,0.00944827160119141
0.192523293689872,0.00680161842912921,0.00944827160119141,0.138888888888889,0,0.0116341121093817
0.177524429967427,0.00944827160119141,0.0116341121093817,0.25,0,0.0113817305823279
0.162659999082443,0.0116341121093817,0.0113817305823279,0.111111111111111,0,0.0127753923950969
0.15853099050328,0.0113817305823279,0.0127753923950969,0,0,0.0187613795299893
0.154401981924118,0.0127753923950969,0.0187613795299893,0.138888888888889,0,0.0229437071744742
0.1365727526109,0.0187613795299893,0.0229437071744742,0.138888888888889,0,0
0.120345100801127,0.0229437071744742,0,0,0,0
0.215423892948323,0,0,0.111111111111111,0,0.0153191680150178
0.276825062272466,0,0.0153191680150178,0.222222222222222,0,0.00549406478735713
0.221241888737849,0.0153191680150178,0.00549406478735713,0,0,0.00698190364689497
0.21816409756598,0.00549406478735713,0.00698190364689497,0,0,0.0214964155471294
